#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MassBin
24 0.0815387 32.0883 1405.04 29.9049 2.1834 0.0853815 3.00626e+06 3.01641e+07 666550 6.67692 2559.41 436288 0.726185 1.18552 1.91497e+14 0 0 1815.39 57971.9 0.900874 28.7681 11.75
25 0.0853815 32.0443 1395.31 29.8609 2.18337 0.0894054 3.29545e+06 3.32472e+07 737354 7.66521 2559.01 436243 0.833617 1.18555 1.91305e+14 0 0 1987.76 63122.5 0.899618 28.5679 11.75
26 0.0894054 31.9982 1385.24 29.8149 2.18334 0.0936189 3.61242e+06 3.66033e+07 814878 8.79975 2558.6 436196 0.956934 1.18559 1.91106e+14 0 0 2176.36 68710.7 0.898304 28.3607 11.75
27 0.0936189 31.9501 1374.84 29.7668 2.18331 0.0980311 3.95983e+06 4.02555e+07 899753 10.1021 2558.16 436146 1.09848 1.18563 1.90896e+14 0 0 2382.68 74770.9 0.896931 28.1466 11.75
28 0.0980311 31.8998 1364.08 29.7165 2.18328 0.102651 4.34059e+06 4.42288e+07 992669 11.5972 2557.7 436094 1.26095 1.18568 1.90678e+14 0 0 2608.37 81340 0.895495 27.9253 11.75
29 0.102651 31.8472 1352.97 29.664 2.18325 0.107489 4.75789e+06 4.85499e+07 1.09438e+06 13.3135 2557.23 436040 1.44745 1.18572 1.90449e+14 0 0 2855.22 88457.4 0.893992 27.6967 11.75
30 0.107489 31.792 1341.5 29.6088 2.18322 0.112555 5.21524e+06 5.32477e+07 1.20572e+06 15.2836 2556.73 435983 1.6615 1.18577 1.90208e+14 0 0 3125.16 96165.1 0.892412 27.4607 11.75
31 0.112555 31.7344 1329.67 29.5512 2.1832 0.117859 5.71646e+06 5.83534e+07 1.32757e+06 17.5452 2556.2 435924 1.90719 1.18582 1.89957e+14 0 0 3420.33 104508 0.890761 27.2171 11.75
32 0.117859 31.6741 1317.47 29.4909 2.18317 0.123414 6.26576e+06 6.39002e+07 1.46092e+06 20.1413 2555.66 435862 2.18919 1.18586 1.89694e+14 0 0 3743.05 113533 0.889035 26.966 11.75
33 0.123414 31.6111 1304.89 29.428 2.18314 0.12923 6.86772e+06 6.99241e+07 1.60686e+06 23.1213 2555.08 435796 2.51285 1.18592 1.89419e+14 0 0 4095.84 123291 0.887231 26.7071 11.75
34 0.12923 31.5453 1291.93 29.3622 2.18311 0.135321 7.52739e+06 7.64637e+07 1.76653e+06 26.5421 2554.48 435728 2.88432 1.18597 1.89131e+14 0 0 4481.46 133836 0.885346 26.4404 11.75
35 0.135321 31.4764 1278.59 29.2933 2.18308 0.141698 8.25026e+06 8.35601e+07 1.94123e+06 30.4686 2553.86 435657 3.31066 1.18603 1.8883e+14 0 0 4902.85 145225 0.883369 26.1658 11.75
36 0.141698 31.4043 1264.87 29.2212 2.18306 0.148376 9.04239e+06 9.12576e+07 2.13235e+06 34.9757 2553.2 435582 3.79998 1.18609 1.88515e+14 0 0 5363.27 157517 0.881299 25.8833 11.75
37 0.148376 31.3289 1250.76 29.1459 2.18304 0.155369 9.91037e+06 9.96036e+07 2.3414e+06 40.1492 2552.51 435504 4.36154 1.18616 1.88185e+14 0 0 5866.27 170775 0.879135 25.5928 11.75
38 0.155369 31.2503 1236.25 29.0672 2.18301 0.162691 1.08614e+07 1.08649e+08 2.57004e+06 46.0875 2551.79 435422 5.00604 1.18622 1.8784e+14 0 0 6415.7 185067 0.876875 25.2943 11.75
39 0.162691 31.1681 1221.36 28.9851 2.18299 0.170358 1.19035e+07 1.18447e+08 2.82009e+06 52.9035 2551.04 435336 5.74567 1.18629 1.87479e+14 0 0 7015.73 200462 0.874513 24.9877 11.75
40 0.170358 31.0819 1206.08 28.899 2.18298 0.178387 1.30453e+07 1.29056e+08 3.0935e+06 60.727 2550.25 435247 6.59445 1.18637 1.871e+14 0 0 7670.78 217035 0.872033 24.6731 11.75
41 0.178387 30.992 1190.41 28.8091 2.18297 0.186794 1.42963e+07 1.40538e+08 3.39242e+06 69.7066 2549.42 435153 7.56851 1.18644 1.86705e+14 0 0 8385.86 234862 0.869443 24.3504 11.75
42 0.186794 30.8982 1174.35 28.7152 2.18296 0.195598 1.56668e+07 1.52957e+08 3.71918e+06 80.0131 2548.56 435055 8.68627 1.18653 1.86292e+14 0 0 9166.32 254024 0.866739 24.0198 11.75
43 0.195598 30.8001 1157.91 28.6171 2.18295 0.204816 1.71682e+07 1.66384e+08 4.07634e+06 91.8423 2547.66 434952 9.96894 1.18661 1.85859e+14 0 0 10017.9 274606 0.863909 23.6812 11.75
44 0.204816 30.6975 1141.08 28.5146 2.18295 0.214469 1.8813e+07 1.80893e+08 4.46665e+06 105.419 2546.71 434844 11.4408 1.1867 1.85406e+14 0 0 10946.7 296693 0.860945 23.3347 11.75
45 0.214469 30.5905 1123.88 28.4075 2.18296 0.224576 2.06149e+07 1.96562e+08 4.89313e+06 121.001 2545.72 434732 13.1297 1.18679 1.84933e+14 0 0 11959.7 320378 0.857852 22.9804 11.75
46 0.224576 30.4787 1106.3 28.2958 2.18297 0.23516 2.25886e+07 2.13473e+08 5.35904e+06 138.885 2544.69 434614 15.0675 1.18689 1.84438e+14 0 0 13064.1 345755 0.854621 22.6184 11.75
47 0.23516 30.3618 1088.36 28.1789 2.18299 0.246243 2.47505e+07 2.31715e+08 5.86794e+06 159.409 2543.61 434491 17.291 1.18699 1.8392e+14 0 0 14267.8 372918 0.851234 22.2488 11.75
48 0.246243 30.24 1070.06 28.057 2.18302 0.257848 2.71184e+07 2.51381e+08 6.4237e+06 182.963 2542.48 434362 19.8421 1.18709 1.83378e+14 0 0 15579.4 401969 0.847702 21.8719 11.75
49 0.257848 30.1127 1051.41 27.9296 2.18306 0.27 2.97119e+07 2.72569e+08 7.03052e+06 209.995 2541.29 434227 22.769 1.1872 1.82812e+14 0 0 17008 433009 0.844007 21.4877 11.75
50 0.27 29.9798 1032.42 27.7967 2.18312 0.282725 3.25522e+07 2.95381e+08 7.69294e+06 241.016 2540.05 434086 26.1271 1.18732 1.82219e+14 0 0 18563.4 466142 0.840141 21.0966 11.75
51 0.282725 29.8413 1013.09 27.6581 2.1832 0.296049 3.56627e+07 3.19925e+08 8.41591e+06 276.615 2538.75 433938 29.9795 1.18744 1.81601e+14 0 0 20256.7 501473 0.836107 20.6986 11.75
52 0.296049 29.697 993.442 27.5137 2.18328 0.310001 3.90689e+07 3.46316e+08 9.20481e+06 317.466 2537.4 433783 34.3989 1.18757 1.80956e+14 0 0 22099.3 539108 0.831903 20.2941 11.75
53 0.310001 29.5462 973.495 27.3628 2.18338 0.324611 4.27987e+07 3.74672e+08 1.00654e+07 364.343 2535.98 433622 39.4688 1.1877 1.80279e+14 0 0 24103.2 579156 0.827499 19.8833 11.75
54 0.324611 29.3892 953.26 27.2057 2.1835 0.33991 4.68825e+07 4.05117e+08 1.10041e+07 418.134 2534.5 433452 45.2845 1.18784 1.79574e+14 0 0 26282.1 621723 0.822912 19.4666 11.75
55 0.33991 29.2257 932.754 27.0421 2.18362 0.355929 5.13538e+07 4.37781e+08 1.20275e+07 479.856 2532.94 433276 51.9554 1.18798 1.78838e+14 0 0 28650.5 666916 0.818135 19.0443 11.75
56 0.355929 29.055 911.994 26.8712 2.18378 0.372704 5.62488e+07 4.728e+08 1.31432e+07 550.677 2531.32 433090 59.6068 1.18814 1.78068e+14 0 0 31222.7 714840 0.813136 18.6167 11.75
57 0.372704 28.8774 890.998 26.6935 2.18395 0.390269 6.16073e+07 5.10313e+08 1.4359e+07 631.936 2529.63 432897 68.3826 1.1883 1.77264e+14 0 0 34015.9 765597 0.807932 18.1842 11.75
58 0.390269 28.6926 869.786 26.5084 2.18413 0.408662 6.74729e+07 5.50466e+08 1.56835e+07 725.168 2527.85 432694 78.4479 1.18846 1.76426e+14 0 0 37047.5 819288 0.802513 17.7472 11.75
59 0.408662 28.4998 848.379 26.3155 2.18435 0.427921 7.3893e+07 5.93409e+08 1.71262e+07 832.135 2526 432483 89.9908 1.18864 1.7555e+14 0 0 40335.2 876007 0.796851 17.3062 11.75
60 0.427921 28.2996 826.8 26.115 2.18459 0.448088 8.09194e+07 6.39298e+08 1.86968e+07 954.855 2524.06 432261 103.228 1.18882 1.74637e+14 0 0 43899.9 935845 0.790965 16.8615 11.75
61 0.448088 28.091 805.07 25.9061 2.18487 0.469206 8.86088e+07 6.88292e+08 2.04063e+07 1095.64 2522.03 432030 118.408 1.18901 1.73683e+14 0 0 47761.6 998886 0.784825 16.4138 11.75
62 0.469206 27.8742 783.216 25.689 2.18517 0.491319 9.7023e+07 7.40554e+08 2.22663e+07 1257.15 2519.91 431787 135.813 1.18921 1.72689e+14 0 0 51943.3 1.0652e+06 0.778435 15.9634 11.75
63 0.491319 27.6488 761.261 25.4633 2.18551 0.514474 1.06229e+08 7.96252e+08 2.42893e+07 1442.43 2517.69 431534 155.769 1.18942 1.71652e+14 0 0 56468.2 1.13487e+06 0.771787 15.511 11.75
64 0.514474 27.4144 739.231 25.2285 2.1859 0.538721 1.16301e+08 8.55556e+08 2.64886e+07 1654.96 2515.37 431270 178.65 1.18964 1.7057e+14 0 0 61360.3 1.20794e+06 0.764858 15.057 11.75
65 0.538721 27.1706 717.154 24.9843 2.18635 0.56411 1.2732e+08 9.1864e+08 2.88786e+07 1898.74 2512.95 430993 204.88 1.18987 1.6944e+14 0 0 66645 1.28445e+06 0.757637 14.602 11.75
66 0.56411 26.9172 695.057 24.7304 2.18686 0.590696 1.39372e+08 9.85679e+08 3.14748e+07 2178.35 2510.42 430703 234.95 1.19011 1.68261e+14 0 0 72349.1 1.36445e+06 0.750113 14.1465 11.75
67 0.590696 26.654 672.969 24.4666 2.18744 0.618534 1.52553e+08 1.05685e+09 3.42936e+07 2499.06 2507.78 430401 269.418 1.19036 1.67032e+14 0 0 78501 1.44794e+06 0.742281 13.6912 11.75
68 0.618534 26.3807 650.918 24.1926 2.1881 0.647685 1.66967e+08 1.13233e+09 3.73527e+07 2866.87 2505.02 430085 308.924 1.19062 1.65751e+14 0 0 85129.7 1.53493e+06 0.734132 13.2367 11.75
69 0.647685 26.0971 628.933 23.9082 2.18885 0.678209 1.82728e+08 1.2123e+09 4.06709e+07 3288.69 2502.13 429755 354.202 1.1909 1.64415e+14 0 0 92265.2 1.6254e+06 0.725657 12.7836 11.75
70 0.678209 25.8029 607.045 23.6132 2.18969 0.710172 1.9996e+08 1.29693e+09 4.42682e+07 3772.42 2499.12 429409 406.091 1.19118 1.63023e+14 0 0 99938.5 1.71932e+06 0.716846 12.3324 11.75
71 0.710172 25.4983 585.281 23.3076 2.19062 0.743642 2.18796e+08 1.3864e+09 4.8166e+07 4327.11 2495.97 429048 465.55 1.19148 1.61574e+14 0 0 108183 1.81662e+06 0.707707 11.8839 11.75
72 0.743642 25.183 563.674 22.9913 2.19164 0.778689 2.39385e+08 1.48088e+09 5.2387e+07 4963.15 2492.68 428672 533.677 1.1918 1.60068e+14 0 0 117033 1.91724e+06 0.698233 11.4385 11.75
73 0.778689 24.8568 542.251 22.6641 2.19277 0.815387 2.61885e+08 1.58053e+09 5.69552e+07 5692.41 2489.25 428278 611.731 1.19213 1.58501e+14 0 0 126520 2.02108e+06 0.688416 10.997 11.75
74 0.815387 24.5197 521.043 22.3257 2.19402 0.853815 2.8647e+08 1.68553e+09 6.18963e+07 6528.51 2485.66 427866 701.148 1.19247 1.56872e+14 0 0 136677 2.12799e+06 0.67825 10.56 11.75
75 0.853815 24.1714 500.078 21.976 2.1954 0.894054 3.13329e+08 1.79603e+09 6.72371e+07 7487.03 2481.92 427437 803.568 1.19283 1.5518e+14 0 0 147539 2.23785e+06 0.667729 10.128 11.75
76 0.894054 23.8119 479.384 21.615 2.19693 0.936189 3.42668e+08 1.91217e+09 7.30061e+07 8585.83 2478.01 426988 920.877 1.19321 1.53423e+14 0 0 159137 2.35046e+06 0.656847 9.70167 11.75
77 0.936189 23.4408 458.99 21.2422 2.19865 0.980311 3.74711e+08 2.0341e+09 7.92332e+07 9845.34 2473.93 426519 1055.22 1.1936 1.51596e+14 0 0 171497 2.46564e+06 0.64558 9.28159 11.75
78 0.980311 23.058 438.923 20.8574 2.20057 1.02651 4.09699e+08 2.16195e+09 8.59494e+07 11289 2469.67 426030 1209.06 1.19401 1.49699e+14 0 0 184648 2.58314e+06 0.633925 8.86832 11.75
79 1.02651 22.6635 419.208 20.4608 2.20272 1.07489 4.47897e+08 2.29583e+09 9.31877e+07 12943.5 2465.23 425519 1385.18 1.19444 1.4773e+14 0 0 198617 2.70272e+06 0.621885 8.46243 11.75
80 1.07489 22.2577 399.871 20.0526 2.2051 1.12555 4.89592e+08 2.43586e+09 1.00982e+08 14839.6 2460.6 424985 1586.82 1.19489 1.45689e+14 0 0 213431 2.8241e+06 0.609468 8.06442 11.75
81 1.12555 21.841 380.934 19.6333 2.20771 1.17859 5.35093e+08 2.58213e+09 1.09369e+08 17012.3 2455.76 424429 1817.62 1.19536 1.43576e+14 0 0 229118 2.94695e+06 0.596694 7.67479 11.75
82 1.17859 21.4134 362.421 19.2028 2.21058 1.23414 5.84739e+08 2.73472e+09 1.18384e+08 19501.8 2450.72 423848 2081.76 1.19585 1.4139e+14 0 0 245692 3.07095e+06 0.583559 7.29401 11.75
83 1.23414 20.9753 344.351 18.7615 2.21373 1.2923 6.38894e+08 2.89369e+09 1.28067e+08 22353.9 2445.47 423241 2384.04 1.19636 1.3913e+14 0 0 263172 3.19573e+06 0.570077 6.92252 11.75
84 1.2923 20.5264 326.744 18.3091 2.21723 1.35321 6.97955e+08 3.05908e+09 1.38457e+08 25621.3 2439.99 422609 2729.89 1.1969 1.36793e+14 0 0 281550 3.32093e+06 0.556224 6.56074 11.75
85 1.35321 20.0671 309.617 17.846 2.22114 1.41698 7.62351e+08 3.23092e+09 1.49595e+08 29364 2434.27 421949 3125.53 1.19746 1.34377e+14 0 0 300824 3.44612e+06 0.542008 6.20903 11.75
86 1.41698 19.5984 292.985 17.373 2.22544 1.48376 8.32546e+08 3.40922e+09 1.61522e+08 33650.7 2428.32 421261 3578.05 1.19805 1.31887e+14 0 0 320997 3.57089e+06 0.527466 5.86773 11.75
87 1.48376 19.121 276.862 16.8908 2.23014 1.55369 9.09043e+08 3.59397e+09 1.74281e+08 38559.9 2422.12 420544 4095.58 1.19866 1.29322e+14 0 0 342066 3.69479e+06 0.51263 5.53711 11.75
88 1.55369 18.6356 261.26 16.4003 2.23527 1.62691 9.92385e+08 3.78512e+09 1.87916e+08 44181.4 2415.66 419796 4687.31 1.1993 1.26684e+14 0 0 364015 3.81736e+06 0.497523 5.21742 11.75
89 1.62691 18.1424 246.188 15.9015 2.24095 1.70358 1.08316e+09 3.98262e+09 2.0247e+08 50617.8 2408.94 419016 5363.75 1.19997 1.23972e+14 0 0 386791 3.93812e+06 0.482136 4.90888 11.75
90 1.70358 17.6425 231.653 15.3953 2.24719 1.78387 1.182e+09 4.1864e+09 2.17989e+08 57986.3 2401.93 418204 6136.95 1.20067 1.21187e+14 0 0 410359 4.05661e+06 0.466506 4.61165 11.75
91 1.78387 17.1373 217.66 14.8833 2.25399 1.86794 1.28959e+09 4.39633e+09 2.34519e+08 66420.7 2394.64 417357 7020.5 1.2014 1.18335e+14 0 0 434696 4.17231e+06 0.450691 4.32584 11.75
92 1.86794 16.6277 204.214 14.3663 2.26142 1.95598 1.40667e+09 4.6123e+09 2.52103e+08 76074.1 2387.06 416475 8029.97 1.20217 1.15417e+14 0 0 459739 4.28473e+06 0.434715 4.05151 11.75
93 1.95598 16.1146 191.315 13.845 2.26958 2.04816 1.53403e+09 4.83415e+09 2.7079e+08 87121 2379.17 415557 9183.1 1.20296 1.12434e+14 0 0 485401 4.39337e+06 0.418595 3.78871 11.75
94 2.04816 15.5997 178.963 13.3213 2.27844 2.14469 1.67254e+09 5.06169e+09 2.90624e+08 99760.8 2370.96 414601 10500 1.20379 1.09395e+14 0 0 511652 4.49771e+06 0.402409 3.5374 11.75
95 2.14469 15.0841 167.154 12.796 2.28813 2.24576 1.8231e+09 5.29473e+09 3.11654e+08 114221 2362.43 413605 12003.5 1.20466 1.063e+14 0 0 538382 4.59725e+06 0.386175 3.29755 11.75
96 2.24576 14.5697 155.883 12.2711 2.29864 2.3516 1.98672e+09 5.53302e+09 3.33926e+08 130761 2353.56 412569 13719.8 1.20557 1.0316e+14 0 0 565551 4.69147e+06 0.369969 3.06904 11.75
97 2.3516 14.0579 145.145 11.7478 2.31009 2.46243 2.16445e+09 5.7763e+09 3.57489e+08 149677 2344.34 411491 15678.4 1.20652 9.99772e+13 0 0 593055 4.77987e+06 0.353825 2.85173 11.75
98 2.46243 13.5504 134.929 11.2278 2.32255 2.57848 2.35743e+09 6.02428e+09 3.82392e+08 171308 2334.77 410370 17913.1 1.2075 9.67602e+13 0 0 620814 4.86194e+06 0.337797 2.64547 11.75
99 2.57848 13.0488 125.225 10.7126 2.33624 2.7 2.5669e+09 6.27662e+09 4.08687e+08 196037 2324.83 409205 20461.9 1.20853 9.35146e+13 0 0 648704 4.9372e+06 0.321914 2.45005 11.75
100 2.7 12.5542 116.014 10.2022 2.35201 2.82725 2.79416e+09 6.53296e+09 4.36427e+08 224303 2314.51 407993 23368.3 1.20961 9.02371e+13 0 0 676320 5.00529e+06 0.306088 2.26528 11.75
101 2.82725 12.0688 107.27 9.69753 2.37124 2.96049 3.04061e+09 6.79285e+09 4.65666e+08 256607 2303.8 406733 26681.6 1.21073 8.69256e+13 0 0 703079 5.06589e+06 0.2902 2.09098 11.75
102 2.96049 11.6005 99.0235 9.21206 2.38846 3.10001 3.30776e+09 7.05591e+09 4.96483e+08 293519 2292.69 405425 30457.5 1.2119 8.36856e+13 0 0 731506 5.11747e+06 0.275367 1.92641 11.75
103 3.10001 11.1476 91.2598 8.74401 2.40362 3.24611 3.59721e+09 7.32173e+09 5.28953e+08 335686 2281.17 404066 34759.2 1.21312 8.05086e+13 0 0 761618 5.15955e+06 0.261475 1.77135 11.75
104 3.24611 10.7086 83.9638 8.29177 2.41678 3.3991 3.91066e+09 7.58989e+09 5.63154e+08 383847 2269.24 402656 39658.4 1.2144 7.7386e+13 0 0 793388 5.1917e+06 0.248416 1.62556 11.75
105 3.3991 10.2821 77.119 7.85405 2.42802 3.55929 4.24993e+09 7.85995e+09 5.99161e+08 438842 2256.87 401192 45236.4 1.21572 7.43106e+13 0 0 826778 5.2135e+06 0.236093 1.48875 11.75
106 3.55929 9.86726 70.7086 7.42985 2.43741 3.72704 4.61696e+09 8.13146e+09 6.37049e+08 501626 2244.07 399673 51584.7 1.21711 7.1277e+13 0 0 861749 5.22457e+06 0.224426 1.36064 11.75
107 3.72704 9.46349 64.7153 7.01843 2.44506 3.90269 5.01381e+09 8.40393e+09 6.76893e+08 573287 2230.82 398097 57683 1.24231 6.82811e+13 0 0 898253 5.22454e+06 0.21335 1.24091 11.75
108 3.90269 9.07033 59.1215 6.61929 2.45104 4.08662 5.44267e+09 8.67686e+09 7.18765e+08 655058 2217.1 396464 65957.3 1.23976 6.53201e+13 0 0 936244 5.21307e+06 0.202807 1.12924 11.75
109 4.08662 8.68758 53.9092 6.23212 2.45546 4.27921 5.90584e+09 8.94973e+09 7.6274e+08 748344 2202.92 394772 75405.5 1.23712 6.23927e+13 0 0 975674 5.18985e+06 0.192752 1.02529 11.75
110 4.27921 8.31516 49.0607 5.85675 2.4584 4.48088 6.40578e+09 9.22203e+09 8.08891e+08 854737 2188.27 393019 86193 1.23437 5.94984e+13 0 0 1.0165e+06 5.1546e+06 0.183147 0.928728 11.75
111 4.48088 7.95314 44.5582 5.49317 2.45997 4.69206 6.94509e+09 9.4932e+09 8.57291e+08 976049 2173.13 391205 98505.9 1.23151 5.6638e+13 0 0 1.05868e+06 5.10706e+06 0.173963 0.839199 11.75
112 4.69206 7.60169 40.3842 5.14144 2.46025 4.91319 7.52648e+09 9.76267e+09 9.08015e+08 1.11433e+06 2157.5 389326 112556 1.22856 5.38129e+13 0 0 1.10218e+06 5.04702e+06 0.165176 0.75636 11.75
113 4.91319 7.26102 36.5212 4.8017 2.45932 5.14474 8.15285e+09 1.00299e+10 9.61141e+08 1.27191e+06 2141.37 387383 128588 1.22548 5.10255e+13 0 0 1.14699e+06 4.97428e+06 0.156766 0.679866 11.75
114 5.14474 6.9314 32.9526 4.47413 2.45727 5.38721 8.82722e+09 1.02942e+10 1.01675e+09 1.45144e+06 2124.73 385374 146873 1.2223 4.82786e+13 0 0 1.19309e+06 4.88867e+06 0.14872 0.609375 11.75
115 5.38721 6.61309 29.6619 4.15891 2.45418 5.6411 9.55278e+09 1.05552e+10 1.07492e+09 1.65589e+06 2107.58 383298 167724 1.219 4.55755e+13 0 0 1.2405e+06 4.7901e+06 0.141023 0.54455 11.75
116 5.6411 6.30632 26.6332 3.85616 2.45015 5.90696 1.03329e+10 1.0812e+10 1.13574e+09 1.88867e+06 2089.92 381153 191495 1.21559 4.29194e+13 0 0 1.28921e+06 4.67847e+06 0.133665 0.485062 11.75
117 5.90696 6.01121 23.8516 3.56593 2.44528 6.18534 1.1171e+10 1.10643e+10 1.19932e+09 2.15361e+06 2071.73 378939 218588 1.21205 4.03127e+13 0 0 1.33923e+06 4.55379e+06 0.126633 0.430592 11.75
118 6.18534 5.72759 21.3029 3.28794 2.43965 6.47685 1.20707e+10 1.13113e+10 1.26573e+09 2.45506e+06 2053.02 376654 249459 1.2084 3.77558e+13 0 0 1.39048e+06 4.41613e+06 0.119911 0.380834 11.75
119 6.47685 5.45427 18.9754 3.02108 2.43319 6.78209 1.3036e+10 1.15526e+10 1.33508e+09 2.79792e+06 2033.78 374297 284627 1.2046 3.52409e+13 0 0 1.4427e+06 4.26582e+06 0.113467 0.335503 11.75
120 6.78209 5.18683 16.8605 2.76205 2.42478 7.10172 1.40706e+10 1.17876e+10 1.40739e+09 3.18775e+06 2014.02 371868 324673 1.20069 3.27419e+13 0 0 1.4953e+06 4.10366e+06 0.107256 0.29435 11.75
121 7.10172 4.91241 14.9544 2.50414 2.40827 7.43642 1.51788e+10 1.20162e+10 1.48249e+09 3.63083e+06 1993.72 369365 370267 1.19664 3.02092e+13 0 0 1.54869e+06 3.93113e+06 0.101311 0.257164 11.75
122 7.43642 4.61135 13.2535 2.24554 2.36581 7.78689 1.63648e+10 1.22384e+10 1.55978e+09 4.13424e+06 1972.89 366789 422158 1.19246 2.76697e+13 0 0 1.61092e+06 3.74822e+06 0.0961096 0.223624 11.75
123 7.78689 4.28424 11.7455 2.01153 2.27271 8.15387 1.76331e+10 1.24542e+10 1.63852e+09 4.70597e+06 1951.54 364137 481199 1.18814 2.54536e+13 0 0 1.70849e+06 3.54688e+06 0.0929622 0.192992 11.75
124 8.15387 3.99701 10.4009 1.87612 2.12088 8.53815 1.8988e+10 1.26638e+10 1.71906e+09 5.35505e+06 1929.66 361411 548352 1.18369 2.44194e+13 0 0 1.90097e+06 3.2991e+06 0.0943343 0.163715 11.75
125 8.53815 3.99492 9.12771 2.02461 1.97032 8.94054 2.04345e+10 1.28655e+10 1.80733e+09 6.09164e+06 1907.26 358609 624710 1.17909 2.65274e+13 0 0 2.32065e+06 2.92289e+06 0.105027 0.132283 11.75
126 8.94054 5.06212 7.61472 3.00573 2.05638 9.36189 2.19771e+10 1.305e+10 1.92997e+09 6.92719e+06 1884.35 355731 711507 1.17435 3.63507e+13 0 0 3.19054e+06 2.20864e+06 0.131691 0.0911629 11.75
127 9.36189 9.4118 4.90482 6.25843 3.15337 9.80311 2.3621e+10 1.31803e+10 2.18e+09 7.87462e+06 1860.92 352776 846933 1.11865 6.021e+13 0 0 3.99635e+06 929637 0.150438 0.0349951 11.75
128 9.80311 17.9471 0.536517 5.04631 12.9008 10.2651 2.5371e+10 1.31959e+10 2.70276e+09 8.94842e+06 1837 349746 972407 1.10427 2.97356e+13 0 0 1.26594e+06 20652.6 0.0434616 0.000709036 11.75
129 10.2651 16.4188 0.106505 0 16.4188 10.7489 2.72324e+10 1.31993e+10 3.22714e+09 1.01649e+07 1812.58 346640 1.11648e+06 1.08959 0 0 0 736885 0 0.0230724 0 11.75
130 10.7489 14.1066 0 0 14.1066 11.2555 2.92103e+10 1.31993e+10 3.72114e+09 1.15425e+07 1787.68 343458 1.28188e+06 1.07463 0 0 0 690366 0 0.0197139 0 11.75
131 11.2555 12.0633 0 0 12.0633 11.7859 3.13101e+10 1.31993e+10 4.18435e+09 1.31017e+07 1762.32 340201 1.4718e+06 1.05938 0 0 0 643620 0 0.0167619 0 11.75
132 11.7859 10.2651 0 0 10.2651 12.3414 3.3537e+10 1.31993e+10 4.61653e+09 1.48656e+07 1736.49 336870 1.68985e+06 1.04386 0 0 0 596973 0 0.0141791 0 11.75
133 12.3414 8.68959 0 0 8.68959 12.923 3.58965e+10 1.31993e+10 5.01768e+09 1.68603e+07 1710.23 333465 1.94021e+06 1.02807 0 0 0 550751 0 0.0119302 0 11.75
134 12.923 7.31563 0 0 7.31563 13.5321 3.83939e+10 1.31993e+10 5.38799e+09 1.91147e+07 1683.54 329986 2.22766e+06 1.01202 0 0 0 505272 0 0.00998202 0 11.75
135 13.5321 6.12345 0 0 6.12345 14.1698 4.10346e+10 1.31993e+10 5.72785e+09 2.16615e+07 1656.44 326436 2.5577e+06 0.995731 0 0 0 460841 0 0.00830318 0 11.75
136 14.1698 5.0945 0 0 5.0945 14.8376 4.38241e+10 1.31993e+10 6.03788e+09 2.45371e+07 1628.96 322815 2.93662e+06 0.979213 0 0 0 417748 0 0.00686449 0 11.75
137 14.8376 4.21143 0 0 4.21143 15.5369 4.67677e+10 1.31993e+10 6.3189e+09 2.77822e+07 1601.11 319125 3.3717e+06 0.962469 0 0 0 376262 0 0.00563876 0 11.75
138 15.5369 3.45809 0 0 3.45809 16.2691 4.98706e+10 1.31993e+10 6.57191e+09 3.14426e+07 1572.91 315367 3.96408e+06 0.923372 0 0 0 336625 0 0.00460086 0 11.75
139 16.2691 2.81951 0 0 2.81951 17.0358 5.31382e+10 1.31993e+10 6.79811e+09 3.5569e+07 1544.39 311543 4.64106e+06 0.889107 0 0 0 299049 0 0.00372765 0 11.75
140 17.0358 2.28184 0 0 2.28184 17.8387 5.65755e+10 1.31993e+10 6.99883e+09 4.02183e+07 1515.57 307655 5.43683e+06 0.855155 0 0 0 263713 0 0.00299795 0 11.75
141 17.8387 1.83235 0 0 1.83235 18.6794 6.01875e+10 1.31993e+10 7.17556e+09 4.5454e+07 1486.47 303705 6.37274e+06 0.821574 0 0 0 230760 0 0.00239251 0 11.75
142 18.6794 1.45939 0 0 1.45939 19.5598 6.39792e+10 1.31993e+10 7.3299e+09 5.13467e+07 1457.13 299695 7.47412e+06 0.788414 0 0 0 200293 0 0.00189391 0 11.75
143 19.5598 1.15239 0 0 1.15239 20.4816 6.79553e+10 1.31993e+10 7.46353e+09 5.79751e+07 1427.57 295628 8.77108e+06 0.755717 0 0 0 172377 0 0.00148653 0 11.75
144 20.4816 0.901797 0 0 0.901797 21.4469 7.21202e+10 1.31993e+10 7.57819e+09 6.5427e+07 1397.81 291505 1.02994e+07 0.723524 0 0 0 147036 0 0.00115642 0 11.75
145 21.4469 0.699048 0 0 0.699048 22.4576 7.64785e+10 1.31993e+10 7.67565e+09 7.37997e+07 1367.89 287330 1.21014e+07 0.691883 0 0 0 124253 0 0.000891255 0 11.75
146 22.4576 0.536529 0 0 0.536529 23.516 8.10341e+10 1.31993e+10 7.75766e+09 8.32017e+07 1337.84 283106 1.42274e+07 0.660836 0 0 0 103978 0 0.000680196 0 11.75
