#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar
182 117.859 1.08081e-07 0 0 1.08081e-07 123.414 5.97305e+11 2.43501e+10 1.70411e+10 8.17229e+09 402.27 688629 1.73181e+07 23.5957 0 0 0 0.476627 0 1.13207e-10 0
183 123.414 4.17967e-08 0 0 4.17967e-08 129.23 6.17936e+11 2.43501e+10 1.70411e+10 8.5999e+09 366.636 680973 1.70424e+07 25.0912 0 0 0 0.202084 0 4.37749e-11 0
184 129.23 1.54926e-08 0 0 1.54926e-08 135.321 6.38893e+11 2.43501e+10 1.70411e+10 9.04742e+09 334.19 673446 1.67712e+07 26.6837 0 0 0 0.0821248 0 1.62244e-11 0
185 135.321 5.49318e-09 0 0 5.49318e-09 141.698 6.60167e+11 2.43501e+10 1.70411e+10 9.51583e+09 304.658 666063 1.65046e+07 28.3807 0 0 0 0.0319254 0 5.75215e-12 0
186 141.698 1.85921e-09 0 0 1.85921e-09 148.376 6.81752e+11 2.43501e+10 1.70411e+10 1.00062e+10 277.786 658841 1.62428e+07 30.1902 0 0 0 0.0118469 0 1.9467e-12 0
187 148.376 5.99357e-10 0 0 5.99357e-10 155.369 7.03639e+11 2.43501e+10 1.70411e+10 1.05197e+10 253.341 651794 1.59854e+07 32.1216 0 0 0 0.00418724 0 6.27511e-13 0
188 155.369 1.83608e-10 0 0 1.83608e-10 162.691 7.25821e+11 2.43501e+10 1.70411e+10 1.10575e+10 231.109 644939 1.57328e+07 34.1843 0 0 0 0.00140638 0 1.92219e-13 0
189 162.691 5.33216e-11 0 0 5.33216e-11 170.358 7.4829e+11 2.43501e+10 1.70411e+10 1.1621e+10 210.894 638288 1.54848e+07 36.3893 0 0 0 0.0004478 0 5.58184e-14 0
190 170.358 1.46427e-11 0 0 1.46427e-11 178.387 7.71039e+11 2.43501e+10 1.70411e+10 1.22116e+10 192.516 631856 1.52415e+07 38.7485 0 0 0 0.000134827 0 1.53274e-14 0
191 178.387 3.79227e-12 0 0 3.79227e-12 186.794 7.9406e+11 2.43501e+10 1.70411e+10 1.28308e+10 175.81 625656 1.56081e+07 39.6743 0 0 0 3.8285e-05 0 3.96938e-15 0
192 186.794 9.23709e-13 0 0 9.23709e-13 195.598 8.17345e+11 2.43501e+10 1.70411e+10 1.34804e+10 160.626 619702 1.54234e+07 42.1162 0 0 0 1.02245e-05 0 9.668e-16 0
193 195.598 2.10994e-13 0 0 2.10994e-13 204.816 8.40886e+11 2.43501e+10 1.70411e+10 1.41621e+10 146.825 614007 1.52399e+07 44.7335 0 0 0 2.5607e-06 0 2.20827e-16 0
194 204.816 4.50595e-14 0 0 4.50595e-14 214.469 8.64677e+11 2.43501e+10 1.70411e+10 1.4878e+10 134.282 608582 1.50575e+07 47.5425 0 0 0 5.99598e-07 0 4.71578e-17 0
195 214.469 8.96818e-15 0 0 8.96818e-15 224.576 8.88709e+11 2.43501e+10 1.70411e+10 1.56301e+10 122.883 603440 1.48762e+07 50.561 0 0 0 1.30848e-07 0 9.38553e-18 0
196 224.576 1.65798e-15 0 0 1.65798e-15 235.16 9.12975e+11 2.43501e+10 1.70411e+10 1.64209e+10 112.522 598592 1.46957e+07 53.8099 0 0 0 2.65235e-08 0 1.7351e-18 0
197 235.16 2.83726e-16 0 0 2.83726e-16 246.243 9.37468e+11 2.43501e+10 1.70411e+10 1.72528e+10 103.104 594050 1.45162e+07 57.3109 0 0 0 4.97671e-09 0 2.96918e-19 0
198 246.243 4.47794e-17 0 0 4.47794e-17 257.848 9.6218e+11 2.43501e+10 1.70411e+10 1.81287e+10 94.5418 589824 1.43375e+07 61.0896 0 0 0 8.61226e-10 0 4.68609e-20 0
199 257.848 6.49319e-18 0 0 6.49319e-18 270 9.87105e+11 2.43501e+10 1.70411e+10 1.81287e+10 0 0 0 0 0 0 0 1.36929e-10 0 6.795e-21 0
0 0.027 80.8307 4939.88 78.3093 2.52138 0.0282725 479820 1.0915e+06 17860.1 1583.39 1.64884e+07 70730.4 1.07365e+07 6.39107e-06 3.67975e+14 0 0 427.313 17138.4 1.93392 77.5645
1 0.0282725 80.8224 4929.24 78.301 2.52139 0.0296049 526090 2.28572e+06 37441.2 1807.18 1.59595e+07 72805.7 1.44913e+06 6.63431e-06 3.67923e+14 0 0 468.489 18762.2 1.93372 77.4422
2 0.0296049 80.8138 4916.79 78.2924 2.52139 0.0310001 576821 3.59186e+06 58909.2 2055.86 1.54469e+07 74940.1 1.5379e+06 6.92219e-06 3.67869e+14 0 0 513.631 20538.4 1.9335 77.3145
3 0.0310001 80.8048 4903.82 78.2834 2.5214 0.0324611 632443 5.02023e+06 82445.8 2332.22 1.49502e+07 77135 1.63206e+06 7.22276e-06 3.67811e+14 0 0 563.12 22481.1 1.93328 77.1812
4 0.0324611 80.7953 4890.33 78.2739 2.52141 0.033991 693426 6.5821e+06 108250 2639.3 1.44689e+07 79392 1.7319e+06 7.53664e-06 3.67752e+14 0 0 617.373 24605.6 1.93304 77.0421
5 0.033991 80.7855 4876.29 78.264 2.52142 0.0355929 760289 8.28973e+06 136541 2980.5 1.40025e+07 81713 1.83778e+06 7.96076e-06 3.67689e+14 0 0 676.849 26928.7 1.93279 76.8969
6 0.0355929 80.7751 4861.68 78.2537 2.52142 0.0372704 833596 1.01565e+07 167557 3359.62 1.35506e+07 84099.4 1.95006e+06 8.41175e-06 3.67623e+14 0 0 742.051 29468.6 1.93253 76.7455
7 0.0372704 80.7643 4846.49 78.2428 2.52143 0.0390269 913970 1.2197e+07 201560 3780.84 1.31128e+07 86553.2 2.06911e+06 8.88853e-06 3.67555e+14 0 0 813.529 32245.2 1.93226 76.5875
8 0.0390269 80.7529 4830.7 78.2315 2.52144 0.0408662 1.00209e+06 1.44271e+07 238839 4248.82 1.26885e+07 89076 2.19533e+06 9.39247e-06 3.67483e+14 0 0 891.885 35280.1 1.93198 76.4228
9 0.0408662 80.741 4814.28 78.2196 2.52145 0.0427921 1.0987e+06 1.6864e+07 279709 4768.73 1.22774e+07 91669.7 2.32915e+06 1.00246e-05 3.67408e+14 0 0 977.782 38596.9 1.93168 76.2511
10 0.0427921 80.7286 4797.23 78.2071 2.52146 0.0448088 1.20463e+06 1.95265e+07 324515 5346.29 1.18792e+07 94336.1 2.47101e+06 1.06568e-05 3.67329e+14 0 0 1071.94 42221.3 1.93137 76.072
11 0.0448088 80.7155 4779.51 78.1941 2.52148 0.0469206 1.32076e+06 2.24351e+07 373635 5987.89 1.14933e+07 97077.1 2.6214e+06 1.13291e-05 3.67246e+14 0 0 1175.16 46181.2 1.93104 75.8854
12 0.0469206 80.7019 4761.12 78.1804 2.52149 0.0491319 1.44809e+06 2.56121e+07 427486 6700.57 1.11195e+07 99894.8 2.78082e+06 1.2044e-05 3.6716e+14 0 0 1288.31 50506.9 1.9307 75.6909
13 0.0491319 80.6876 4742.02 78.1661 2.5215 0.0514474 1.58768e+06 2.90817e+07 486521 7492.19 1.07573e+07 102791 2.94979e+06 1.27211e-05 3.6707e+14 0 0 1412.35 55231.4 1.93035 75.4883
14 0.0514474 80.6727 4722.21 78.1512 2.52151 0.0538721 1.74073e+06 3.287e+07 551241 8371.45 1.04064e+07 105768 3.12888e+06 1.33739e-05 3.66975e+14 0 0 1548.31 60390.7 1.92997 75.2772
15 0.0538721 80.657 4701.66 78.1355 2.52152 0.056411 1.90852e+06 3.70058e+07 622190 9347.99 1.00664e+07 108827 3.31868e+06 1.40606e-05 3.66876e+14 0 0 1697.34 66023.8 1.92958 75.0574
16 0.056411 80.6406 4680.35 78.1191 2.52154 0.0590696 2.09247e+06 4.15201e+07 699969 10432.5 9.73713e+06 111972 3.51981e+06 1.4783e-05 3.66772e+14 0 0 1860.7 72172.9 1.92917 74.8286
17 0.0590696 80.6235 4658.27 78.1019 2.52155 0.0618534 2.29415e+06 4.64465e+07 785233 11637 9.41811e+06 115203 3.73295e+06 1.55308e-05 3.66664e+14 0 0 2039.77 78884.1 1.92874 74.5904
18 0.0618534 80.6055 4635.4 78.0839 2.52157 0.0647685 2.51526e+06 5.18217e+07 878703 12974.4 9.10908e+06 118523 3.9588e+06 1.62414e-05 3.6655e+14 0 0 2236.04 86207.3 1.92829 74.3425
19 0.0647685 80.5867 4611.71 78.0651 2.52158 0.0678209 2.75766e+06 5.76853e+07 981167 14459.6 8.80972e+06 121935 4.19808e+06 1.69851e-05 3.66431e+14 0 0 2451.17 94196.5 1.92782 74.0847
20 0.0678209 80.567 4587.19 78.0454 2.5216 0.0710172 3.02342e+06 6.40805e+07 1.09349e+06 16108.7 8.51974e+06 125441 4.45159e+06 1.77636e-05 3.66306e+14 0 0 2686.96 102911 1.92733 73.8165
21 0.0710172 80.5464 4561.83 78.0248 2.52162 0.0743642 3.31476e+06 7.10539e+07 1.21662e+06 17939.7 8.23886e+06 129042 4.72015e+06 1.8571e-05 3.66176e+14 0 0 2945.41 112413 1.92681 73.5376
22 0.0743642 80.5249 4535.6 78.0032 2.52164 0.0778689 3.63417e+06 7.86562e+07 1.35158e+06 19972.5 7.96679e+06 132742 5.00463e+06 1.94189e-05 3.6604e+14 0 0 3228.67 122772 1.92627 73.2477
23 0.0778689 80.5023 4508.49 77.9806 2.52166 0.0815387 3.98433e+06 8.6942e+07 1.49953e+06 22229.3 7.70327e+06 136543 5.30596e+06 2.03063e-05 3.65897e+14 0 0 3539.13 134064 1.92571 72.9465
24 0.0815387 80.4786 4480.48 77.957 2.52168 0.0853815 4.3682e+06 9.59709e+07 1.66171e+06 24734.6 7.44804e+06 140448 5.6251e+06 2.12351e-05 3.65747e+14 0 0 3879.39 146367 1.92511 72.6336
25 0.0853815 80.4539 4451.56 77.9322 2.5217 0.0894054 4.78904e+06 1.05807e+08 1.83948e+06 27515.6 7.20083e+06 144458 5.96309e+06 2.22159e-05 3.65591e+14 0 0 4252.29 159771 1.92449 72.3087
26 0.0894054 80.428 4421.72 77.9063 2.52172 0.0936189 5.25039e+06 1.1652e+08 2.03434e+06 30602.4 6.96141e+06 148577 6.321e+06 2.32398e-05 3.65427e+14 0 0 4660.98 174368 1.92385 71.9714
27 0.0936189 80.4009 4390.94 77.8791 2.52174 0.0980311 5.75614e+06 1.28184e+08 2.24792e+06 34028.5 6.72954e+06 152807 6.69999e+06 2.43121e-05 3.65255e+14 0 0 5108.86 190261 1.92317 71.6214
28 0.0980311 80.3725 4359.21 77.8507 2.52177 0.102651 6.31057e+06 1.40881e+08 2.48203e+06 37830.9 6.50498e+06 157151 7.10125e+06 2.54349e-05 3.65076e+14 0 0 5599.68 207559 1.92246 71.2584
29 0.102651 80.3428 4326.52 77.821 2.52179 0.107489 6.91836e+06 1.54699e+08 2.73862e+06 42050.8 6.28752e+06 161612 7.52606e+06 2.66109e-05 3.64888e+14 0 0 6137.55 226382 1.92171 70.8819
30 0.107489 80.3117 4292.87 77.7898 2.52182 0.112555 7.58463e+06 1.69733e+08 3.01987e+06 46733.5 6.07692e+06 166192 7.97577e+06 2.78426e-05 3.64692e+14 0 0 6726.96 246857 1.92093 70.4917
31 0.112555 80.2783 4258.24 77.7565 2.52183 0.117859 8.31501e+06 1.86083e+08 3.32812e+06 51929.6 5.87299e+06 170894 8.45178e+06 2.91327e-05 3.64546e+14 0 0 7372.82 269121 1.92011 70.0875
32 0.117859 80.2429 4222.63 77.7211 2.52184 0.123414 9.11565e+06 2.03862e+08 3.66596e+06 57694.8 5.67552e+06 175721 8.95559e+06 3.04841e-05 3.64435e+14 0 0 8080.5 293322 1.91925 69.6689
33 0.123414 80.2058 4186.03 77.684 2.52185 0.12923 9.99329e+06 2.23186e+08 4.03623e+06 64091.3 5.48431e+06 180676 9.48878e+06 3.21317e-05 3.64319e+14 0 0 8855.92 319621 1.91835 69.2355
34 0.12923 80.167 4148.44 77.6452 2.52185 0.135321 1.09553e+07 2.44185e+08 4.44202e+06 71187.4 5.29916e+06 185763 1.0053e+07 3.38128e-05 3.64197e+14 0 0 9705.54 348188 1.9174 68.7872
35 0.135321 80.1264 4109.86 77.6046 2.52186 0.141698 1.20099e+07 2.66995e+08 4.88673e+06 79059.3 5.1199e+06 190983 1.065e+07 3.55835e-05 3.6407e+14 0 0 10636.4 379208 1.91641 68.3236
36 0.141698 80.0839 4070.29 77.562 2.52186 0.148376 1.31659e+07 2.91766e+08 5.37409e+06 87791 4.94633e+06 196340 1.12816e+07 3.74487e-05 3.63937e+14 0 0 11656.3 412877 1.91538 67.8443
37 0.148376 80.0394 4029.74 77.5176 2.52187 0.155369 1.44329e+07 3.18655e+08 5.90818e+06 97475.7 4.77829e+06 201838 1.19498e+07 4.01323e-05 3.63797e+14 0 0 12773.6 449406 1.91429 67.3492
38 0.155369 79.9929 3988.19 77.471 2.52188 0.162691 1.58218e+07 3.47835e+08 6.49345e+06 108217 4.61561e+06 207478 1.26566e+07 4.36602e-05 3.63651e+14 0 0 13997.7 489024 1.91316 66.838
39 0.162691 79.9441 3945.66 77.4223 2.52189 0.170358 1.73441e+07 3.79489e+08 7.1348e+06 120128 4.45811e+06 213266 1.34042e+07 4.74974e-05 3.63498e+14 0 0 15338.7 531971 1.91197 66.3104
40 0.170358 79.8932 3902.14 77.3713 2.52189 0.178387 1.90127e+07 4.13814e+08 7.83757e+06 133337 4.30565e+06 219203 1.41947e+07 5.16711e-05 3.63338e+14 0 0 16807.6 578506 1.91073 65.766
41 0.178387 79.8398 3857.62 77.3179 2.5219 0.186794 2.08415e+07 4.51021e+08 8.60764e+06 147982 4.15806e+06 225293 1.50307e+07 5.66135e-05 3.63171e+14 0 0 18416.6 628905 1.90943 65.2046
42 0.186794 79.784 3812.1 77.2621 2.52191 0.195598 2.2846e+07 4.91336e+08 9.4514e+06 164220 4.01519e+06 231539 1.59146e+07 6.46939e-05 3.62995e+14 0 0 20179 683459 1.90806 64.6257
43 0.195598 79.7256 3765.47 77.2036 2.52192 0.204816 2.50429e+07 5.35e+08 1.03759e+07 182221 3.8769e+06 237945 1.6849e+07 7.3919e-05 3.62812e+14 0 0 22109.3 742469 1.90664 64.0282
44 0.204816 79.6644 3717.71 77.1425 2.52193 0.214469 2.74508e+07 5.8227e+08 1.13888e+07 202176 3.74305e+06 244514 1.78367e+07 8.44493e-05 3.6262e+14 0 0 24223.4 806258 1.90515 63.4114
45 0.214469 79.6005 3669.02 77.0785 2.52194 0.224576 3.00897e+07 6.33421e+08 1.24986e+07 224293 3.6135e+06 251250 1.88807e+07 9.69257e-05 3.62419e+14 0 0 26538.7 875198 1.90359 62.7768
46 0.224576 79.5335 3619.41 77.0116 2.52196 0.23516 3.29819e+07 6.88749e+08 1.37143e+07 248807 3.48812e+06 258156 1.99839e+07 0.000116874 3.62208e+14 0 0 29074.2 949661 1.90196 62.1244
47 0.23516 79.4635 3568.9 76.9416 2.52197 0.246243 3.61514e+07 7.48569e+08 1.50462e+07 275973 3.36678e+06 265235 2.11497e+07 0.000140893 3.61988e+14 0 0 31850.6 1.03005e+06 1.90025 61.4539
48 0.246243 79.3903 3517.53 76.8683 2.52198 0.257848 3.96249e+07 8.13215e+08 1.65053e+07 306077 3.24935e+06 272491 2.23813e+07 0.000169803 3.61758e+14 0 0 34890.6 1.11677e+06 1.89846 60.7656
49 0.257848 79.3137 3465.3 76.7917 2.522 0.27 4.34314e+07 8.83046e+08 1.81036e+07 339431 3.13572e+06 279927 2.36824e+07 0.000204592 3.61517e+14 0 0 38219.1 1.21028e+06 1.89659 60.0592
50 0.27 79.2335 3412.26 76.7115 2.52201 0.282725 4.76028e+07 9.58442e+08 1.98543e+07 376384 3.02576e+06 287548 2.50567e+07 0.00024252 3.61264e+14 0 0 41863.2 1.31104e+06 1.89464 59.3349
51 0.282725 79.1467 3358.43 76.6247 2.52198 0.296049 5.21738e+07 1.03981e+09 2.17718e+07 417320 2.91936e+06 295356 2.6508e+07 0.000285855 3.60991e+14 0 0 45851.9 1.41955e+06 1.89256 58.5927
52 0.296049 79.0558 3303.83 76.5338 2.52194 0.310001 5.71826e+07 1.12757e+09 2.38719e+07 462663 2.81642e+06 303356 2.80405e+07 0.000336857 3.60705e+14 0 0 50218 1.53632e+06 1.8904 57.8328
53 0.310001 78.9606 3248.51 76.4387 2.5219 0.324611 6.26711e+07 1.2222e+09 2.61719e+07 512883 2.71682e+06 311550 2.96585e+07 0.000396868 3.60405e+14 0 0 54996.9 1.66189e+06 1.88813 57.0553
54 0.324611 78.8612 3192.5 76.3393 2.52186 0.33991 6.86848e+07 1.32416e+09 2.86905e+07 568498 2.62046e+06 319942 3.13665e+07 0.000459878 3.60092e+14 0 0 60227.2 1.79684e+06 1.88576 56.2605
55 0.33991 78.7571 3135.83 76.2353 2.52182 0.355929 7.52739e+07 1.43397e+09 3.14485e+07 630081 2.52724e+06 328537 3.31692e+07 0.000521814 3.59764e+14 0 0 65950.9 1.94176e+06 1.88328 55.4484
56 0.355929 78.6483 3078.54 76.1265 2.52177 0.372704 8.24933e+07 1.55218e+09 3.44685e+07 698265 2.43706e+06 337338 3.50716e+07 0.000592008 3.59421e+14 0 0 72214.1 2.09728e+06 1.88068 54.6196
57 0.372704 78.5346 3020.67 76.0128 2.52173 0.390269 9.04028e+07 1.67936e+09 3.7775e+07 773749 2.34983e+06 346347 3.70788e+07 0.000671548 3.59062e+14 0 0 79066.9 2.26403e+06 1.87797 53.7744
58 0.390269 78.4156 2962.27 75.8939 2.52168 0.408662 9.90682e+07 1.81611e+09 4.1395e+07 857304 2.26546e+06 355570 3.91964e+07 0.00075907 3.58687e+14 0 0 86564.1 2.44269e+06 1.87513 52.913
59 0.408662 78.2912 2903.38 75.7696 2.52163 0.427921 1.08561e+08 1.96307e+09 4.53579e+07 949782 2.18386e+06 365009 4.14299e+07 0.000825461 3.58294e+14 0 0 94765.4 2.63397e+06 1.87216 52.036
60 0.427921 78.1612 2844.04 75.6396 2.52158 0.448088 1.18961e+08 2.12092e+09 4.9696e+07 1.05212e+06 2.10494e+06 374668 4.37853e+07 0.000897632 3.57883e+14 0 0 103736 2.83857e+06 1.86906 51.1439
61 0.448088 78.0208 2784.3 75.4994 2.52145 0.469206 1.30352e+08 2.29036e+09 5.44441e+07 1.16537e+06 2.02861e+06 384550 4.62688e+07 0.000976094 3.5744e+14 0 0 113544 3.05726e+06 1.86577 50.2372
62 0.469206 77.8738 2724.21 75.3525 2.52131 0.491319 1.42831e+08 2.47214e+09 5.96404e+07 1.29066e+06 1.95481e+06 394660 4.88869e+07 0.00106138 3.56975e+14 0 0 124269 3.29078e+06 1.86233 49.3165
63 0.491319 77.7202 2663.81 75.1991 2.52117 0.514474 1.56499e+08 2.66704e+09 6.53269e+07 1.42926e+06 1.88344e+06 405000 5.16465e+07 0.00114227 3.56489e+14 0 0 135996 3.53993e+06 1.85874 48.3825
64 0.514474 77.5597 2603.16 75.0387 2.52103 0.538721 1.71469e+08 2.87588e+09 7.1549e+07 1.58257e+06 1.81444e+06 415574 5.45545e+07 0.00122295 3.55981e+14 0 0 148815 3.80551e+06 1.85498 47.4358
65 0.538721 77.3919 2542.3 74.8711 2.52087 0.56411 1.87864e+08 3.09951e+09 7.83568e+07 1.75211e+06 1.74772e+06 426385 5.76183e+07 0.00130938 3.55449e+14 0 0 162827 4.08833e+06 1.85106 46.4771
66 0.56411 77.2167 2481.3 74.696 2.52071 0.590696 2.0582e+08 3.33884e+09 8.58044e+07 1.93959e+06 1.68322e+06 437436 6.08458e+07 0.00140194 3.54894e+14 0 0 178140 4.38922e+06 1.84695 45.5073
67 0.590696 77.0321 2420.19 74.5116 2.52053 0.618534 2.25483e+08 3.59479e+09 9.3951e+07 2.14688e+06 1.62087e+06 448732 6.42448e+07 0.00150248 3.54308e+14 0 0 194872 4.70903e+06 1.84265 44.5271
68 0.618534 76.8346 2359.04 74.3144 2.52025 0.647685 2.47015e+08 3.86834e+09 1.02861e+08 2.37602e+06 1.56061e+06 460273 6.78238e+07 0.00161697 3.53681e+14 0 0 213145 5.04859e+06 1.8381 43.5375
69 0.647685 76.6284 2297.9 74.1084 2.51997 0.678209 2.70592e+08 4.16051e+09 1.12604e+08 2.62929e+06 1.50235e+06 472065 7.15914e+07 0.00174022 3.53026e+14 0 0 233106 5.40875e+06 1.83335 42.5393
70 0.678209 76.413 2236.82 73.8933 2.51968 0.710172 2.96406e+08 4.47236e+09 1.23257e+08 2.90919e+06 1.44605e+06 484109 7.55568e+07 0.00187288 3.52341e+14 0 0 254904 5.79035e+06 1.82839 41.5335
71 0.710172 76.1881 2175.86 73.6687 2.51938 0.743642 3.24667e+08 4.80497e+09 1.34903e+08 3.21847e+06 1.39165e+06 496409 7.97293e+07 0.00201568 3.51625e+14 0 0 278704 6.19422e+06 1.82321 40.521
72 0.743642 75.9517 2115.07 73.4327 2.51904 0.778689 3.55607e+08 5.15948e+09 1.47634e+08 3.56015e+06 1.33907e+06 508967 8.41188e+07 0.00218697 3.50872e+14 0 0 304682 6.62118e+06 1.81778 39.5029
73 0.778689 75.6991 2054.52 73.1806 2.51859 0.815387 3.89475e+08 5.53707e+09 1.61546e+08 3.93756e+06 1.28827e+06 521786 8.87353e+07 0.00240107 3.50067e+14 0 0 333024 7.07204e+06 1.81204 38.4803
74 0.815387 75.4356 1994.24 72.9174 2.51813 0.853815 4.26547e+08 5.93894e+09 1.76747e+08 4.35439e+06 1.23919e+06 534868 9.35896e+07 0.00263592 3.49226e+14 0 0 363947 7.54754e+06 1.80606 37.4541
75 0.853815 75.1605 1934.31 72.6429 2.51765 0.894054 4.67122e+08 6.36633e+09 1.93355e+08 4.81466e+06 1.19178e+06 548214 9.86924e+07 0.00289352 3.48347e+14 0 0 397678 8.04844e+06 1.7998 36.4255
76 0.894054 74.8718 1874.76 72.3547 2.51712 0.936189 5.11528e+08 6.82054e+09 2.11494e+08 5.32281e+06 1.14598e+06 561829 1.04055e+08 0.00317603 3.47423e+14 0 0 434459 8.57543e+06 1.79326 35.3956
77 0.936189 74.5639 1815.67 72.0474 2.51648 0.980311 5.60121e+08 7.30287e+09 2.31302e+08 5.88372e+06 1.10174e+06 575712 1.0969e+08 0.0036024 3.46437e+14 0 0 474538 9.12915e+06 1.78634 34.3656
78 0.980311 74.2428 1757.07 71.727 2.51581 1.02651 6.13292e+08 7.81466e+09 2.52927e+08 6.50275e+06 1.05901e+06 589866 1.15608e+08 0.00409019 3.45407e+14 0 0 518220 9.7102e+06 1.77913 33.3366
79 1.02651 73.908 1699.03 71.3929 2.51511 1.07489 6.71467e+08 8.3573e+09 2.76532e+08 7.1858e+06 1.01775e+06 604292 1.21823e+08 0.00464279 3.44331e+14 0 0 565812 1.03191e+07 1.7716 32.3098
80 1.07489 73.5506 1641.59 71.0363 2.51426 1.12555 7.3511e+08 8.93217e+09 3.02289e+08 7.93935e+06 977904 618991 1.28347e+08 0.00526864 3.43181e+14 0 0 617614 1.09562e+07 1.76364 31.2863
81 1.12555 73.1771 1584.8 70.6637 2.51337 1.17859 8.04728e+08 9.5407e+09 3.30387e+08 8.77051e+06 939436 633965 1.35194e+08 0.00594621 3.41978e+14 0 0 674008 1.1622e+07 1.75533 30.2674
82 1.17859 72.7873 1528.72 70.2749 2.51243 1.23414 8.80873e+08 1.01843e+10 3.61032e+08 9.68708e+06 902299 649213 1.36557e+08 0.006712 3.40719e+14 0 0 735382 1.23167e+07 1.74665 29.2542
83 1.23414 72.3716 1473.38 69.8602 2.51132 1.2923 9.64149e+08 1.08645e+10 3.94442e+08 1.06976e+07 866451 664737 1.33416e+08 0.00757444 3.39375e+14 0 0 802094 1.30404e+07 1.73748 28.2478
84 1.2923 71.9387 1418.83 69.4286 2.51017 1.35321 1.05521e+09 1.15827e+10 4.30856e+08 1.18116e+07 831852 680536 1.30355e+08 0.0085454 3.37973e+14 0 0 874638 1.37932e+07 1.72791 27.2494
85 1.35321 71.4814 1365.12 68.9725 2.50889 1.41698 1.15478e+09 1.23404e+10 4.7053e+08 1.30392e+07 798461 696610 1.27371e+08 0.00963823 3.36488e+14 0 0 953438 1.45749e+07 1.71785 26.2602
86 1.41698 71.0012 1312.29 68.4937 2.5075 1.48376 1.26362e+09 1.3139e+10 5.13738e+08 1.43918e+07 766240 712957 1.27132e+08 0.0106396 3.34926e+14 0 0 1.03901e+06 1.53852e+07 1.70731 25.2812
87 1.48376 70.4965 1260.37 67.9905 2.50599 1.55369 1.38261e+09 1.398e+10 5.60779e+08 1.58819e+07 735153 729579 1.27721e+08 0.0116663 3.3328e+14 0 0 1.13187e+06 1.62239e+07 1.69625 24.3135
88 1.55369 69.9652 1209.41 67.4608 2.50434 1.62691 1.51264e+09 1.48649e+10 6.11969e+08 1.75229e+07 705163 746472 1.28297e+08 0.0127906 3.31543e+14 0 0 1.23258e+06 1.70902e+07 1.68465 23.3582
89 1.62691 69.4065 1159.43 66.9039 2.50255 1.70358 1.65474e+09 1.5795e+10 6.6765e+08 1.93297e+07 676235 763634 1.28858e+08 0.0140217 3.29712e+14 0 0 1.34173e+06 1.79834e+07 1.67247 22.4163
90 1.70358 68.8203 1110.47 66.3196 2.50063 1.78387 1.81e+09 1.67718e+10 7.28188e+08 2.13186e+07 648336 781065 1.29406e+08 0.0153696 3.27786e+14 0 0 1.45995e+06 1.89025e+07 1.6597 21.4889
91 1.78387 68.2014 1062.56 65.7028 2.49852 1.86794 1.97961e+09 1.77967e+10 7.93969e+08 2.35074e+07 621433 798761 1.30781e+08 0.0167365 3.25746e+14 0 0 1.58784e+06 1.98465e+07 1.64626 20.5768
92 1.86794 67.5535 1015.73 65.0572 2.49627 1.95598 2.16487e+09 1.88709e+10 8.65411e+08 2.59156e+07 595494 816718 1.32475e+08 0.0181786 3.23604e+14 0 0 1.72615e+06 2.08139e+07 1.6322 19.681
93 1.95598 66.8711 970.001 64.3773 2.49383 2.04816 2.36717e+09 1.99957e+10 9.42954e+08 2.85645e+07 570489 834934 1.34162e+08 0.0197439 3.2134e+14 0 0 1.87554e+06 2.18031e+07 1.61741 18.8023
94 2.04816 66.1531 925.399 63.6619 2.4912 2.14469 2.58807e+09 2.11723e+10 1.02707e+09 3.14773e+07 546388 853403 1.35841e+08 0.021443 3.18949e+14 0 0 2.03672e+06 2.28122e+07 1.60186 17.9416
95 2.14469 65.3999 881.942 62.9115 2.48838 2.24576 2.8292e+09 2.24018e+10 1.11824e+09 3.46795e+07 523161 872122 1.37512e+08 0.0232869 3.16432e+14 0 0 2.21048e+06 2.38393e+07 1.58555 17.0997
96 2.24576 64.6092 839.649 62.1238 2.48536 2.3516 3.09239e+09 2.36854e+10 1.21701e+09 3.81989e+07 500781 891084 1.39171e+08 0.0252879 3.13778e+14 0 0 2.39757e+06 2.4882e+07 1.56843 16.2771
97 2.3516 63.7788 798.535 61.2967 2.48212 2.46243 3.37957e+09 2.50238e+10 1.32391e+09 4.20657e+07 479220 910284 1.42017e+08 0.0272276 3.10979e+14 0 0 2.59873e+06 2.59376e+07 1.55044 15.4748
98 2.46243 62.9069 758.614 60.4282 2.47867 2.57848 3.69289e+09 2.6418e+10 1.43952e+09 4.6313e+07 458453 929716 1.44272e+08 0.0294393 3.08027e+14 0 0 2.8147e+06 2.70035e+07 1.53153 14.6931
99 2.57848 61.9915 719.894 59.5165 2.47498 2.7 4.03463e+09 2.78687e+10 1.56444e+09 5.09767e+07 438454 949371 1.46522e+08 0.0318299 3.04912e+14 0 0 3.04621e+06 2.80765e+07 1.51165 13.9328
