#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
57 0.372704 7.9068 172.779 0.593109 7.31369 0.390269 4.7277e+07 1.04611e+08 3.76865e+06 68023.1 200156 107923 1.21043e+06 0.00251919 4.0557e+12 0 0 1420.06 32984 0.0337288 0.783423 0.0042658 0.00453425 11.25
58 0.390269 7.90578 167.699 0.590199 7.31558 0.408662 5.17428e+07 1.12353e+08 4.13361e+06 75110.4 192163 110488 1.27421e+06 0.00273675 4.03469e+12 0 0 1556.06 35229.6 0.033707 0.763134 0.00426359 0.00455061 11.25
59 0.408662 7.90472 162.623 0.587166 7.31755 0.427921 5.66257e+07 1.20585e+08 4.53374e+06 82921.2 184449 113098 1.34106e+06 0.00283614 4.01282e+12 0 0 1705.03 37593.8 0.0336842 0.742694 0.00426128 0.00456696 11.25
60 0.427921 7.90362 157.554 0.584007 7.31961 0.448088 6.1964e+07 1.29329e+08 4.9724e+06 91527.2 177006 115752 1.4111e+06 0.00306715 3.99003e+12 0 0 1868.22 40078.5 0.0336606 0.722113 0.00425888 0.00458326 11.25
61 0.448088 7.90247 152.5 0.580715 7.32176 0.469206 6.77992e+07 1.3861e+08 5.45332e+06 101007 169824 118450 1.48447e+06 0.00331692 3.96631e+12 0 0 2046.96 42686.3 0.0336359 0.701426 0.00425638 0.0045995 11.25
62 0.469206 7.90129 147.465 0.577288 7.324 0.491319 7.41768e+07 1.4845e+08 5.98055e+06 111448 162896 121193 1.56128e+06 0.00358698 3.94162e+12 0 0 2242.74 45418.1 0.0336102 0.680648 0.00425377 0.00461564 11.25
63 0.491319 7.90006 142.456 0.573719 7.32634 0.514474 8.11462e+07 1.58873e+08 6.55857e+06 122944 156213 123979 1.64168e+06 0.00387897 3.91592e+12 0 0 2457.16 48275.4 0.0335835 0.659811 0.00425105 0.00463167 11.25
64 0.514474 7.89878 137.478 0.570005 7.32877 0.538721 8.87612e+07 1.69902e+08 7.19224e+06 135598 149768 126809 1.7258e+06 0.00394162 3.88919e+12 0 0 2691.99 51258.3 0.0335557 0.638936 0.00424822 0.00464754 11.25
65 0.538721 7.89746 132.537 0.56614 7.33132 0.56411 9.70801e+07 1.81561e+08 7.88693e+06 149524 143553 129681 1.81377e+06 0.00424329 3.8614e+12 0 0 2949.17 54366.7 0.0335269 0.618054 0.00424527 0.00466324 11.25
66 0.56411 7.89608 127.639 0.56212 7.33396 0.590696 1.06167e+08 1.93871e+08 8.64852e+06 164846 137561 132597 1.90575e+06 0.00456814 3.8325e+12 0 0 3230.8 57599.2 0.0334968 0.597186 0.00424221 0.00467873 11.25
67 0.590696 7.89466 122.788 0.557939 7.33672 0.618534 1.1609e+08 2.06857e+08 9.48343e+06 181699 131784 135554 2.00186e+06 0.00491795 3.80246e+12 0 0 3539.2 60954.5 0.0334656 0.576367 0.00423902 0.00469398 11.25
68 0.618534 7.89319 117.992 0.553593 7.3396 0.647685 1.26925e+08 2.20539e+08 1.03987e+07 200231 126216 138552 2.10226e+06 0.00529464 3.77126e+12 0 0 3876.9 64429.3 0.0334332 0.555618 0.0042357 0.00470896 11.25
69 0.647685 7.89167 113.254 0.549076 7.34259 0.678209 1.38753e+08 2.34939e+08 1.14021e+07 220604 120850 141591 2.20708e+06 0.00535876 3.73886e+12 0 0 4246.65 68020 0.0333995 0.534971 0.00423225 0.00472362 11.25
70 0.678209 7.89009 108.582 0.544383 7.34571 0.710172 1.51663e+08 2.50077e+08 1.25021e+07 242995 115680 144669 2.31648e+06 0.00571887 3.70521e+12 0 0 4651.48 71722.3 0.0333645 0.514455 0.00422866 0.00473795 11.25
71 0.710172 7.88846 103.979 0.539509 7.34896 0.743642 1.65751e+08 2.65972e+08 1.3708e+07 267597 110699 147785 2.43061e+06 0.00610376 3.6703e+12 0 0 5094.7 75529.8 0.0333282 0.494096 0.00422493 0.00475189 11.25
72 0.743642 7.88678 99.4509 0.534449 7.35233 0.778689 1.81121e+08 2.82641e+08 1.50299e+07 294619 105901 150940 2.5496e+06 0.00651523 3.63409e+12 0 0 5579.92 79435.6 0.0332906 0.473924 0.00422106 0.0047654 11.25
73 0.778689 7.88504 95.003 0.529199 7.35584 0.815387 1.97886e+08 3.00101e+08 1.6479e+07 324290 101281 154130 2.67362e+06 0.00695513 3.59654e+12 0 0 6111.09 83431.7 0.0332516 0.453967 0.00421705 0.00477845 11.25
74 0.815387 7.88324 90.6393 0.523752 7.35949 0.853815 2.16169e+08 3.18366e+08 1.80676e+07 356862 96832.3 157356 2.8028e+06 0.00742554 3.55762e+12 0 0 6692.53 87508.2 0.0332111 0.434252 0.00421288 0.004791 11.25
75 0.853815 7.88139 86.3643 0.518105 7.36328 0.894054 2.36101e+08 3.37449e+08 1.98091e+07 392605 92549.8 160615 2.93729e+06 0.0077127 3.51731e+12 0 0 7328.95 91654.1 0.0331692 0.414806 0.00420855 0.00480298 11.25
76 0.894054 7.87947 82.1826 0.512253 7.36722 0.936189 2.57827e+08 3.5736e+08 2.17181e+07 431816 88428 163906 3.07724e+06 0.00827111 3.47557e+12 0 0 8025.53 95857.3 0.0331258 0.395657 0.00420407 0.00481436 11.25
77 0.936189 7.8775 78.0977 0.50619 7.37131 0.980311 2.81502e+08 3.78106e+08 2.38107e+07 474816 84461.8 167228 3.22279e+06 0.00887051 3.43237e+12 0 0 8787.89 100104 0.033081 0.376828 0.00419942 0.00482508 11.25
78 0.980311 7.87546 74.1129 0.499912 7.37555 1.02651 3.07292e+08 3.99694e+08 2.61047e+07 521957 80646.2 170579 3.37408e+06 0.00951404 3.3877e+12 0 0 9622.21 104377 0.0330345 0.358342 0.00419461 0.00483508 11.25
79 1.02651 7.87336 70.2313 0.493416 7.37995 1.07489 3.35381e+08 4.22124e+08 2.86192e+07 573619 76976.2 173956 3.53124e+06 0.0102049 3.34151e+12 0 0 10535.2 108659 0.0329865 0.34022 0.00418964 0.00484427 11.25
80 1.07489 7.8712 66.4554 0.486697 7.3845 1.12555 3.65962e+08 4.45396e+08 3.13757e+07 630216 73447 177359 3.69441e+06 0.0109468 3.2938e+12 0 0 11534.3 112930 0.032937 0.32248 0.00418449 0.00485257 11.25
81 1.12555 7.86897 62.7837 0.479751 7.38922 1.17859 3.99247e+08 4.69504e+08 3.43972e+07 692196 70054.3 180784 3.86372e+06 0.0113543 3.24454e+12 0 0 12627.4 117154 0.0328858 0.305107 0.00417917 0.00485965 11.25
82 1.17859 7.86667 59.213 0.472575 7.39409 1.23414 4.35465e+08 4.94434e+08 3.77092e+07 760046 66793.3 184229 4.03928e+06 0.0121356 3.19371e+12 0 0 13823.5 121280 0.032833 0.288059 0.00417368 0.0048648 11.25
83 1.23414 7.8643 55.7386 0.465166 7.39913 1.2923 4.74859e+08 5.20165e+08 4.13397e+07 834293 63660 187692 4.22122e+06 0.0129723 3.14131e+12 0 0 15132 125229 0.0327785 0.271268 0.00416802 0.00486679 11.25
84 1.2923 7.86185 52.3873 0.45752 7.40433 1.35321 5.17695e+08 5.46683e+08 4.53193e+07 915510 60650 191171 4.40963e+06 0.0138685 3.08731e+12 0 0 16563.5 129084 0.0327224 0.255015 0.00416218 0.00486788 11.25
85 1.35321 7.85933 49.1631 0.449637 7.4097 1.41698 5.64256e+08 5.73969e+08 4.96813e+07 1.00431e+06 57759.3 194663 4.60461e+06 0.0148286 3.03171e+12 0 0 18129.5 132841 0.0326647 0.239345 0.00415617 0.00486838 11.25
86 1.41698 7.85673 46.0658 0.441514 7.41522 1.48376 6.14847e+08 6.02003e+08 5.44627e+07 1.10138e+06 54984 198165 4.80626e+06 0.0158573 2.97452e+12 0 0 19842.4 136475 0.0326053 0.224258 0.00414998 0.0048682 11.25
87 1.48376 7.85405 43.095 0.43315 7.4209 1.55369 6.69796e+08 6.30759e+08 5.97035e+07 1.20742e+06 52320.2 201674 5.01465e+06 0.0168475 2.91572e+12 0 0 21716.1 139965 0.0325443 0.209756 0.00414363 0.00486729 11.25
88 1.55369 7.85128 40.2498 0.424545 7.42673 1.62691 7.29454e+08 6.60208e+08 6.54479e+07 1.32323e+06 49764.3 205186 5.22985e+06 0.0182719 2.85534e+12 0 0 23765.4 143285 0.0324816 0.195837 0.00413712 0.00486555 11.25
89 1.62691 7.84841 37.5291 0.415698 7.43271 1.70358 7.94199e+08 6.90316e+08 7.17443e+07 1.44964e+06 47312.7 208699 5.45191e+06 0.019815 2.79338e+12 0 0 26006.7 146410 0.0324174 0.182501 0.00413044 0.00486291 11.25
90 1.70358 7.84544 34.9319 0.406612 7.43883 1.78387 8.64434e+08 7.21043e+08 7.86455e+07 1.58757e+06 44961.8 212210 5.68087e+06 0.0214867 2.72986e+12 0 0 28457.8 149313 0.0323515 0.169743 0.00412361 0.00485926 11.25
91 1.78387 7.84236 32.4562 0.397289 7.44507 1.86794 9.40591e+08 7.52348e+08 8.62095e+07 1.738e+06 42708.4 215714 5.91676e+06 0.0232971 2.66481e+12 0 0 31138.4 151967 0.0322841 0.157558 0.00411663 0.0048545 11.25
92 1.86794 7.83916 30.1007 0.38773 7.45143 1.95598 1.02313e+09 7.84181e+08 9.44999e+07 1.90198e+06 40549 219208 6.15959e+06 0.0252578 2.59826e+12 0 0 34069.6 154345 0.0322152 0.145944 0.00410952 0.00484852 11.25
93 1.95598 7.83583 27.8632 0.377942 7.45789 2.04816 1.11255e+09 8.16491e+08 1.03586e+08 2.08065e+06 38480.6 222688 6.40934e+06 0.0273809 2.53026e+12 0 0 37275 156420 0.0321449 0.134891 0.00410229 0.0048412 11.25
94 2.04816 7.83237 25.7416 0.367928 7.46444 2.14469 1.20936e+09 8.49221e+08 1.13545e+08 2.27524e+06 36500.1 226151 6.54958e+06 0.0297095 2.46085e+12 0 0 40780 158163 0.0320731 0.124393 0.00409494 0.00483239 11.25
95 2.14469 7.82875 23.7334 0.357696 7.47105 2.24576 1.31414e+09 8.82309e+08 1.24459e+08 2.48705e+06 34604.3 229592 6.42081e+06 0.032988 2.3901e+12 0 0 44612.5 159547 0.032 0.114441 0.0040875 0.00482194 11.25
96 2.24576 7.82496 21.8361 0.347255 7.4777 2.3516 1.42747e+09 9.15688e+08 1.36421e+08 2.71749e+06 32790.5 233007 6.29543e+06 0.0366048 2.31807e+12 0 0 48803.1 160546 0.0319257 0.105025 0.00407999 0.00480969 11.25
97 2.3516 7.82099 20.0469 0.336613 7.48437 2.46243 1.54999e+09 9.49289e+08 1.4953e+08 2.96808e+06 31055.8 236391 6.17333e+06 0.0405918 2.24485e+12 0 0 53385.1 161132 0.0318503 0.0961334 0.00407241 0.00479542 11.25
98 2.46243 7.81681 18.3627 0.325783 7.49103 2.57848 1.68236e+09 9.83037e+08 1.63896e+08 3.24043e+06 29397.5 239741 6.05445e+06 0.0449832 2.17052e+12 0 0 58395 161275 0.0317738 0.0877525 0.0040648 0.00477886 11.25
99 2.57848 7.81243 16.7801 0.314779 7.49765 2.7 1.82531e+09 1.01685e+09 1.79639e+08 3.53627e+06 27812.8 243052 5.93871e+06 0.0498159 2.0952e+12 0 0 63873 160946 0.0316965 0.0798682 0.00405718 0.00475971 11.25
100 2.7 7.8078 15.2959 0.303615 7.50419 2.82725 1.97957e+09 1.05065e+09 1.96891e+08 3.85746e+06 26299.2 246319 5.82604e+06 0.0551296 2.01899e+12 0 0 69862.7 160119 0.0316183 0.0724664 0.00404958 0.00473764 11.25
101 2.82725 7.80293 13.9069 0.29231 7.51062 2.96049 2.14595e+09 1.08434e+09 2.15795e+08 4.20597e+06 24854.2 249538 5.71633e+06 0.0609675 1.94203e+12 0 0 76412.2 158769 0.0315396 0.0655329 0.00404202 0.00471227 11.25
102 2.96049 7.79778 12.6095 0.280882 7.5169 3.10001 2.32527e+09 1.11784e+09 2.3651e+08 4.58391e+06 23475.3 252703 5.49183e+06 0.0688192 1.86444e+12 0 0 83573.9 156869 0.0314604 0.0590513 0.00403453 0.00468307 11.25
103 3.10001 7.79235 11.4003 0.269354 7.52299 3.24611 2.51843e+09 1.15104e+09 2.59207e+08 4.99354e+06 22160.2 255810 5.32461e+06 0.0769309 1.78639e+12 0 0 91405.5 154392 0.0313809 0.0530052 0.00402715 0.00464946 11.25
104 3.24611 7.7866 10.2756 0.257749 7.52885 3.3991 2.72635e+09 1.18386e+09 2.84076e+08 5.43724e+06 20906.5 258855 5.16527e+06 0.085902 1.70803e+12 0 0 99970.1 151314 0.0313014 0.0473774 0.0040199 0.00461065 11.25
105 3.3991 7.78054 9.23203 0.246098 7.53444 3.55929 2.95001e+09 1.21619e+09 3.11323e+08 5.91758e+06 19712 261832 5.01348e+06 0.0958089 1.62957e+12 0 0 109337 147602 0.031222 0.042149 0.00401283 0.00456551 11.25
106 3.55929 7.77427 8.26561 0.234449 7.53982 3.72704 3.19042e+09 1.24793e+09 3.41174e+08 6.43726e+06 18574.5 264736 4.86892e+06 0.106733 1.5513e+12 0 0 119582 143204 0.0311429 0.0372949 0.0040059 0.00451206 11.25
107 3.72704 7.76825 7.3716 0.222854 7.5454 3.90269 3.44865e+09 1.27897e+09 3.73881e+08 6.99915e+06 17491.8 267563 4.73123e+06 0.118762 1.47345e+12 0 0 130787 137988 0.0310641 0.0327743 0.00399886 0.00444602 11.25
108 3.90269 7.76137 6.54146 0.210934 7.55043 4.08662 3.72582e+09 1.30917e+09 4.0971e+08 7.6063e+06 16462 270308 4.60013e+06 0.131986 1.3937e+12 0 0 143036 131426 0.030984 0.0284692 0.00399208 0.00435212 11.25
109 4.08662 7.75013 5.72767 0.202492 7.54763 4.27921 4.02308e+09 1.33816e+09 4.4894e+08 8.26195e+06 15483 272965 4.47529e+06 0.146504 1.33882e+12 0 0 156581 119534 0.0309337 0.0236149 0.00399138 0.00412295 11.25
110 4.27921 7.56351 4.96486 0.150266 7.41325 4.48088 4.34165e+09 1.36571e+09 4.90919e+08 8.96951e+06 14552.9 275530 4.35647e+06 0.162417 1.01911e+12 0 0 170574 103963 0.030733 0.0187314 0.00406333 0.0037728 11.25
111 4.48088 4.43111 4.59919 0.0280633 4.40305 4.69206 4.68279e+09 1.3937e+09 5.17885e+08 9.7326e+06 13669.8 277999 4.24338e+06 0.179831 4.45482e+11 0 0 203727 88070.3 0.0334766 0.0144718 0.00755491 0.0031466 11.25
112 4.69206 59.2969 0.00632477 0 59.2969 4.91319 5.04778e+09 1.39374e+09 9.1356e+08 1.0555e+07 12831.7 280366 4.13577e+06 0.198858 0 0 0 130764 0 0.0195967 0 0.000330485 0 11.25
113 4.91319 52.4006 0 0 52.4006 5.14474 5.43797e+09 1.39374e+09 1.29695e+09 1.14408e+07 12037 282627 3.80181e+06 0.232993 0 0 0 126146 0 0.0172412 0 0.000329028 nan 11.25
114 5.14474 46.1604 0 0 46.1604 5.38721 5.85474e+09 1.39374e+09 1.66727e+09 1.23942e+07 11283.8 284778 3.72698e+06 0.255808 0 0 0 121271 0 0.0151164 0 0.000327476 nan 11.25
115 5.38721 40.5302 0 0 40.5302 5.6411 6.29953e+09 1.39374e+09 2.02379e+09 1.34197e+07 10570.6 286815 3.65495e+06 0.280564 0 0 0 116169 0 0.0132064 0 0.00032584 nan 11.25
116 5.6411 35.4655 0 0 35.4655 5.90696 6.77378e+09 1.39374e+09 2.36586e+09 1.45219e+07 9895.54 288732 3.58564e+06 0.307389 0 0 0 110874 0 0.0114954 0 0.000324129 nan 11.25
117 5.90696 30.9237 0 0 30.9237 6.18534 7.27899e+09 1.39374e+09 2.6929e+09 1.57057e+07 9257.14 290528 3.51895e+06 0.336418 0 0 0 105422 0 0.00996837 0 0.000322354 nan 11.25
118 6.18534 26.8641 0 0 26.8641 6.47685 7.8167e+09 1.39374e+09 3.00441e+09 1.69763e+07 8653.83 292196 3.45479e+06 0.367791 0 0 0 99848.3 0 0.00861061 0 0.000320525 nan 11.25
119 6.47685 23.2477 0 0 23.2477 6.78209 8.38844e+09 1.39374e+09 3.3e+09 1.83392e+07 8084.08 293735 3.39311e+06 0.401651 0 0 0 94190.6 0 0.007408 0 0.000318654 nan 11.25
120 6.78209 20.0377 0 0 20.0377 7.10172 8.99581e+09 1.39374e+09 3.57935e+09 1.97999e+07 7546.43 295141 3.3338e+06 0.438145 0 0 0 88486.1 0 0.006347 0 0.000316753 nan 11.25
121 7.10172 17.1988 0 0 17.1988 7.43642 9.6404e+09 1.39374e+09 3.84226e+09 2.13643e+07 7039.45 296412 3.27678e+06 0.477427 0 0 0 82772.1 0 0.00541474 0 0.000314833 nan 11.25
122 7.43642 14.6979 0 0 14.6979 7.78689 1.03238e+10 1.39374e+09 4.08862e+09 2.30386e+07 6561.77 297543 3.22198e+06 0.519652 0 0 0 77085.4 0 0.00459902 0 0.000312904 nan 11.25
123 7.78689 12.5036 0 0 12.5036 8.15387 1.10477e+10 1.39374e+09 4.31841e+09 2.48292e+07 6112.03 298534 3.16933e+06 0.56498 0 0 0 71461.5 0 0.00388835 0 0.00031098 nan 11.25
124 8.15387 10.5865 0 0 10.5865 8.53815 1.18137e+10 1.39374e+09 4.53175e+09 2.67428e+07 5688.95 299381 3.11877e+06 0.61357 0 0 0 65934.7 0 0.00327195 0 0.000309069 nan 11.25
125 8.53815 8.91899 0 0 8.91899 8.94054 1.26234e+10 1.39374e+09 4.72882e+09 2.87863e+07 5291.26 300083 3.07022e+06 0.665587 0 0 0 60536.9 0 0.00273977 0 0.000307184 nan 11.25
126 8.94054 7.47534 0 0 7.47534 9.36189 1.34784e+10 1.39374e+09 4.90992e+09 3.09669e+07 4917.74 300640 3.02362e+06 0.721196 0 0 0 55298.3 0 0.00228247 0 0.000305333 nan 11.25
127 9.36189 6.23155 0 0 6.23155 9.80311 1.43803e+10 1.39374e+09 5.07546e+09 3.32921e+07 4567.21 301048 2.97889e+06 0.78057 0 0 0 50246 0 0.00189145 0 0.000303528 nan 11.25
128 9.80311 5.16543 0 0 5.16543 10.2651 1.53308e+10 1.39374e+09 5.22592e+09 3.57697e+07 4238.53 301309 2.93598e+06 0.843872 0 0 0 45404.4 0 0.0015588 0 0.000301776 nan 11.25
129 10.2651 4.25646 0 0 4.25646 10.7489 1.63314e+10 1.39374e+09 5.36186e+09 3.84077e+07 3930.59 301422 2.89484e+06 0.911275 0 0 0 40794.5 0 0.00127731 0 0.000300086 nan 11.25
130 10.7489 3.48584 0 0 3.48584 11.2555 1.73837e+10 1.39374e+09 5.48394e+09 4.12144e+07 3642.34 301386 2.85538e+06 0.982952 0 0 0 36434.1 0 0.0010404 0 0.000298466 nan 11.25
131 11.2555 2.83634 0 0 2.83634 11.7859 1.84891e+10 1.39374e+09 5.59284e+09 4.41984e+07 3372.75 301203 2.81758e+06 1.05906 0 0 0 32337.5 0 0.000842169 0 0.000296921 nan 11.25
132 11.7859 2.29231 0 0 2.29231 12.3414 1.96491e+10 1.39374e+09 5.68936e+09 4.73686e+07 3120.82 300872 2.78137e+06 1.13979 0 0 0 28515.1 0 0.000677279 0 0.000295457 nan 11.25
133 12.3414 1.83956 0 0 1.83956 12.923 2.08651e+10 1.39374e+09 5.77428e+09 5.07341e+07 2885.6 300396 2.74668e+06 1.2253 0 0 0 24973.9 0 0.000540978 0 0.000294079 nan 11.25
134 12.923 1.46535 0 0 1.46535 13.5321 2.21385e+10 1.39374e+09 5.84845e+09 5.43044e+07 2666.18 299775 2.71348e+06 1.31576 0 0 0 21717.3 0 0.000429041 0 0.000292791 nan 11.25
135 13.5321 1.15825 0 0 1.15825 14.1698 2.34705e+10 1.39374e+09 5.91274e+09 5.80893e+07 2461.66 299012 2.68171e+06 1.41134 0 0 0 18745.1 0 0.000337739 0 0.000291595 nan 11.25
136 14.1698 0.908106 0 0 0.908106 14.8376 2.48624e+10 1.39374e+09 5.968e+09 6.20986e+07 2271.22 298109 2.65132e+06 1.51221 0 0 0 16053.8 0 0.000263798 0 0.000290493 nan 11.25
137 14.8376 0.705965 0 0 0.705965 15.5369 2.63154e+10 1.39374e+09 6.01511e+09 6.63428e+07 2094.02 297069 2.62227e+06 1.61853 0 0 0 13636.9 0 0.000204367 0 0.000289486 nan 11.25
138 15.5369 0.543959 0 0 0.543959 16.2691 2.78304e+10 1.39374e+09 6.05491e+09 7.08325e+07 1929.31 295894 2.59451e+06 1.73046 0 0 0 11484.9 0 0.000156972 0 0.000288573 nan 11.25
139 16.2691 0.415244 0 0 0.415244 17.0358 2.94086e+10 1.39374e+09 6.08822e+09 7.55786e+07 1776.32 294589 2.56797e+06 1.84819 0 0 0 9585.9 0 0.000119489 0 0.000287755 nan 11.25
140 17.0358 0.313909 0 0 0.313909 17.8387 3.10509e+10 1.39374e+09 6.11583e+09 8.05923e+07 1634.35 293157 2.54263e+06 1.97187 0 0 0 7925.68 0 9.0101e-05 0 0.000287029 nan 11.25
141 17.8387 0.234891 0 0 0.234891 18.6794 3.2758e+10 1.39374e+09 6.13849e+09 8.58853e+07 1502.73 291602 2.51843e+06 2.10168 0 0 0 6488.38 0 6.72713e-05 0 0.000286393 nan 11.25
142 18.6794 0.173893 0 0 0.173893 19.5598 3.45307e+10 1.39374e+09 6.15688e+09 9.14693e+07 1380.8 289927 2.49535e+06 2.23777 0 0 0 5256.76 0 4.97063e-05 0 0.000285845 nan 11.25
143 19.5598 0.127299 0 0 0.127299 20.4816 3.63696e+10 1.39374e+09 6.17164e+09 9.73566e+07 1267.94 288139 2.47333e+06 2.38031 0 0 0 4212.68 0 3.63288e-05 0 0.000285381 nan 11.25
144 20.4816 0.0921024 0 0 0.0921024 21.4469 3.82753e+10 1.39374e+09 6.18335e+09 1.0356e+08 1163.58 286242 2.45232e+06 2.5295 0 0 0 3337.48 0 2.6249e-05 0 0.000284998 nan 11.25
145 21.4469 0.0658221 0 0 0.0658221 22.4576 4.02483e+10 1.39374e+09 6.19253e+09 1.10092e+08 1067.15 284241 2.43228e+06 2.68551 0 0 0 2612.48 0 1.8739e-05 0 0.000284691 nan 11.25
146 22.4576 0.0464382 0 0 0.0464382 23.516 4.22888e+10 1.39374e+09 6.19963e+09 1.16966e+08 978.125 282141 2.41318e+06 2.84853 0 0 0 2019.3 0 1.32097e-05 0 0.000284458 nan 11.25
147 23.516 0.0323232 0 0 0.0323232 24.6243 4.43972e+10 1.39374e+09 6.20504e+09 1.24195e+08 896.006 279947 2.55544e+06 2.82918 0 0 0 1540.24 0 9.18927e-06 0 0.000284293 nan 11.25
148 24.6243 0.0221824 0 0 0.0221824 25.7848 4.65736e+10 1.39374e+09 6.20912e+09 1.31795e+08 820.318 277667 2.54939e+06 2.98099 0 0 0 1158.59 0 6.30409e-06 0 0.000284193 nan 11.25
149 25.7848 0.0149992 0 0 0.0149992 27 4.88181e+10 1.39374e+09 6.21214e+09 1.39779e+08 750.615 275305 2.54467e+06 3.13763 0 0 0 858.867 0 4.26206e-06 0 0.000284153 nan 11.25
150 27 0.00998578 0 0 0.00998578 28.2725 5.11305e+10 1.39374e+09 6.21435e+09 1.48163e+08 686.474 272868 2.54119e+06 3.29915 0 0 0 626.997 0 2.83765e-06 0 0.000284169 nan 11.25
151 28.2725 0.00654081 0 0 0.00654081 29.6049 5.35109e+10 1.39374e+09 6.21593e+09 1.56962e+08 627.498 270361 2.53893e+06 3.46559 0 0 0 450.421 0 1.85914e-06 0 0.000284237 nan 11.25
152 29.6049 0.0042119 0 0 0.0042119 31.0001 5.59589e+10 1.39374e+09 6.21705e+09 1.66192e+08 573.313 267792 2.53779e+06 3.63707 0 0 0 318.158 0 1.19767e-06 0 0.000284353 nan 11.25
153 31.0001 0.00266422 0 0 0.00266422 32.4611 5.84742e+10 1.39374e+09 6.21783e+09 1.7587e+08 523.567 265166 2.53775e+06 3.81363 0 0 0 220.79 0 7.58006e-07 0 0.000284513 nan 11.25
154 32.4611 0.00165401 0 0 0.00165401 33.991 6.10565e+10 1.39374e+09 6.21836e+09 1.86014e+08 477.93 262490 2.53872e+06 3.99545 0 0 0 150.402 0 4.70919e-07 0 0.000284714 nan 11.25
155 33.991 0.00100691 0 0 0.00100691 35.5929 6.37053e+10 1.39374e+09 6.21871e+09 1.9664e+08 436.093 259770 2.54067e+06 4.1826 0 0 0 100.478 0 2.86921e-07 0 0.000284952 nan 11.25
156 35.5929 0.000600517 0 0 0.000600517 37.2704 6.64199e+10 1.39374e+09 6.21894e+09 2.07769e+08 397.766 257013 2.54353e+06 4.37529 0 0 0 65.7685 0 1.71282e-07 0 0.000285224 nan 11.25
157 37.2704 0.000350522 0 0 0.000350522 39.0269 6.91998e+10 1.39374e+09 6.21909e+09 2.19419e+08 362.679 254225 2.54722e+06 4.57374 0 0 0 42.1375 0 1.00083e-07 0 0.000285526 nan 11.25
158 39.0269 0.000200039 0 0 0.000200039 40.8662 7.20442e+10 1.39374e+09 6.21918e+09 2.31612e+08 330.579 251412 2.55171e+06 4.77816 0 0 0 26.3979 0 5.71824e-08 0 0.000285856 nan 11.25
159 40.8662 0.000111495 0 0 0.000111495 42.7921 7.49523e+10 1.39374e+09 6.21924e+09 2.44368e+08 301.232 248582 2.56912e+06 4.96514 0 0 0 16.1529 0 3.19112e-08 0 0.00028621 nan 11.25
160 42.7921 6.06251e-05 0 0 6.06251e-05 44.8088 7.79234e+10 1.39374e+09 6.21927e+09 2.5771e+08 274.417 245740 2.54555e+06 5.24137 0 0 0 9.64304 0 1.73743e-08 0 0.000286586 nan 11.25
161 44.8088 3.2121e-05 0 0 3.2121e-05 46.9206 8.09564e+10 1.39374e+09 6.21929e+09 2.71662e+08 249.93 242893 2.52235e+06 5.53132 0 0 0 5.6098 0 9.21808e-09 0 0.00028698 nan 11.25
162 46.9206 1.65626e-05 0 0 1.65626e-05 49.1319 8.40505e+10 1.39374e+09 6.2193e+09 2.86248e+08 227.583 240047 2.4995e+06 5.83584 0 0 0 3.17619 0 4.75992e-09 0 0.00028739 nan 11.25
163 49.1319 8.30061e-06 0 0 8.30061e-06 51.4474 8.72046e+10 1.39374e+09 6.21931e+09 3.01496e+08 207.2 237208 2.47696e+06 6.15581 0 0 0 1.74794 0 2.38902e-09 0 0.000287812 nan 11.25
164 51.4474 4.03779e-06 0 0 4.03779e-06 53.8721 9.04176e+10 1.39374e+09 6.21931e+09 3.17433e+08 188.617 234382 2.45472e+06 6.49225 0 0 0 0.933707 0 1.16387e-09 0 0.000288244 nan 11.25
165 53.8721 1.90376e-06 0 0 1.90376e-06 56.411 9.36885e+10 1.39374e+09 6.21931e+09 3.34088e+08 171.685 231574 2.43274e+06 6.84623 0 0 0 0.483437 0 5.49583e-10 0 0.000288682 nan 11.25
166 56.411 8.68703e-07 0 0 8.68703e-07 59.0696 9.70162e+10 1.39374e+09 6.21931e+09 3.51493e+08 156.263 228792 2.41099e+06 7.21899 0 0 0 0.242249 0 2.51163e-10 0 0.000289124 nan 11.25
167 59.0696 3.83038e-07 0 0 3.83038e-07 61.8534 1.00399e+11 1.39374e+09 6.21931e+09 3.69681e+08 142.224 226040 2.38944e+06 7.61187 0 0 0 0.1173 0 1.10915e-10 0 0.000289567 nan 11.25
168 61.8534 1.62936e-07 0 0 1.62936e-07 64.7685 1.03837e+11 1.39374e+09 6.21931e+09 3.88688e+08 129.448 223323 2.32323e+06 8.18125 0 0 0 0.0547938 0 4.72525e-11 0 0.000290007 nan 11.25
169 64.7685 6.67502e-08 0 0 6.67502e-08 67.8209 1.07328e+11 1.39374e+09 6.21931e+09 4.08552e+08 117.827 220648 2.25846e+06 8.79528 0 0 0 0.02465 0 1.9387e-11 0 0.000290441 nan 11.25
